432,1965,0,0,5,0,.0004099,-7.664661,58.74704,7.451942,8.474286,-7,49,0,6.615623
433,1965,0,0,5,0,.0006342,-3.733603,13.93979,7.213326,8.195886,-7,49,0,7.423079
434,1965,0,0,5,0,.000901,-3.265305,10.66221,6.960047,7.754481,-4,16,0,6.983169
435,1965,0,0,5,0,.0006422,-5.958009,35.49788,7.413908,6.999423,-7,49,0,7.294751
436,1965,0,0,5,1,.1423095,-4.992594,24.926,7.133322,8.205218,-7,49,0,7.430921
437,1965,0,0,5,0,.000599,-7.554616,57.07222,7.00168,8.417815,-9,81,0,7.5949
438,1965,0,0,7,0,.0005263,-4.564862,20.83797,7.154744,8.157084,-9,81,0,7.952868
439,1965,0,0,5,0,.0005427,-6.960743,48.45195,7.089308,8.537584,-7,49,0,6.467683
450,1965,0,0,19,0,.0009045,-3.988154,15.90537,7.559849,7.089243,-6,36,0,6.994877
451,1965,0,0,4,0,.0013069,-7.418681,55.03683,7.474388,7.795235,6,36,0,7.134086
452,1965,0,0,8,0,.0011032,-7.257643,52.67339,7.005247,8.96559,-9,81,0,6.956964
461,1965,0,0,5,0,.001149,-6.598334,43.53801,6.813337,7.394493,-6,36,0,6.932692
471,1965,0,0,5,1,.3318478,-4.824279,23.27367,7.290038,8.669914,-6,36,0,6.792962
475,1965,0,0,5,0,.2476947,-6.474229,41.91564,7.07779,10.74704,7,49,0,6.98665
481,1965,0,0,0,0,.0044213,-6.432928,41.38256,6.735277,6.204558,-7,49,0,8.465824
482,1965,0,0,5,1,.5963974,-5.569499,31.01931,6.883747,7.424762,-7,49,0,7.685717
483,1965,1,1,5,1,.2847646,-3.710234,13.76584,7.222183,8.111928,-9,81,0,7.088367
484,1965,0,0,5,1,.2495576,-6.466981,41.82184,7.450157,7.013016,-7,49,0,6.649839
490,1965,0,1,0,1,.2992623,-3.496382,12.22469,6.797487,9.773265,-6,36,0,6.853331
500,1965,0,0,3,1,.3994765,-3.193529,10.19863,6.670025,8.993054,7,49,0,6.344038
501,1965,0,0,2,1,.4984895,-.842234,.7093582,6.580554,9.18492,2,4,0,6.74573
510,1965,0,0,4,1,.2854186,-1.712721,2.933413,6.612224,9.374244,-7,49,0,6.165208
